PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY,Latitude,Longitude
CA-W-16514,"GLENLYON WINERY, LLC",GLENLYON WINERY,2750 JOHNS HILL RD,GLEN ELLEN,CA,95442,SONOMA,38.3930999,-122.562167
CA-W-22226,"PEJU FAMILY OPERATING PARTNERSHIP, LP",LIANA ESTATES,2750 LAS AMIGAS RD,NAPA,CA,94558,NAPA,38.2308474,-122.3487459
CA-W-21938,"J.W. THOMAS, LLC",SMITH DEVEREUX,2750 LAS AMIGAS RD,NAPA,CA,94559,NAPA,38.2308474,-122.3487459
CA-W-3467,PAUL W. HOOVER & PATRICIA A. HOOVER,STILL WATERS VINEYARD,2750 OLD GROVE LN,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5750529,-120.585434
CA-W-21025,"BEAR RIVER WINERY, LLC",BEAR RIVER WINERY,2751 COMBIE RD,MEADOW VISTA,CA,95722,PLACER,39.02273,-121.0308896
CA-W-23437,MONSERATE WINERY INC.,MONSERATE WINERY,2757 GIRD RD,FALLBROOK,CA,92028,,33.342226,-117.191173
CA-W-15660,"FOTINOS BROTHERS WINERY, INC.",FOTINOS BROTHERS WINERY,2762 PINE ST,NAPA,CA,94558,NAPA,38.2914237,-122.3072748
CA-W-3043,FRED R. BUONANNO & HEATHER A. MCKELVEY,PHILO RIDGE VINEYARDS,27700 NASH MILL RD,PHILO,CA,95466,MENDOCINO,39.1465038,-123.4547463
CA-W-17208,"DAOU VINEYARDS, LLC",DAOU VINEYARDS,2777 HIDDEN MOUNTAIN RD,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.6416169,-120.7842891
CA-W-15275,"TEDESCHI COMPANY, LLC",TEDESCHI FAMILY WINERY,2779 GRANT ST,CALISTOGA,CA,94515,NAPA,38.5903518,-122.5936513
CA-W-15741,WILLIAM GORDON LLC,WILLIAM GORDON WINERY,27800 RIVER RD,CLOVERDALE,CA,95425,SONOMA,38.785829,-122.987169
CA-W-23527,WIENS CELLARS LLC,WIENS BREWING COMPANY,27941 DIAZ RD UNIT A,TEMECULA,CA,92590,RIVERSIDE,33.5052704,-117.1599518
CA-W-17194,"FROG'S TOOTH WINERY, LLC",FROG'S TOOTH WINERY,2797 HUNT RD,COPPEROPOLIS,CA,95228,CALAVERAS,38.0476669,-120.697714
CA-W-3135,"THE VINEYARDS OF PATRICIA & PETER LENZ, LTD.",SLAUGHTERHOUSE WINERY,280 CHIQUITA RD,HEALDSBURG,CA,95448,SONOMA,38.635986,-122.8792583
CA-W-21645,"LULA CELLARS, LLC",LULA CELLARS,2800 GUNTLEY RD,MENDOCINO,CA,95460,MENDOCINO,39.1219556,-123.5165206
CA-W-790,C. MONDAVI & FAMILY,CHARLES KRUG WINERY,2800 MAIN ST,SAINT HELENA,CA,94574,NAPA,38.518711,-122.481777
CA-W-15191,BRIAN ALEX NICHOLSON,NICHOLSON VINEYARDS,2800 PLEASANT VALLEY RD,APTOS,CA,95003,SANTA CRUZ,37.0054749,-121.840061
CA-W-23289,DOWNSTREAM WINES LLC,DOWNSTREAM,2800 WILLOW CREEK RD,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5774373,-120.7796518
CA-W-20517,MARK CLEMENT ADAMS & CIERA LAMBORN ADAMS,LEDGE VINEYARDS,2800 WILLOW CREEK RD,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5774373,-120.7796518
CA-W-23112,"PEC AND BURL WINES, LLC",PEC AND BURL WINES,2800 WILLOW CREEK RD,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5774373,-120.7796518
CA-W-23918,TURTLE ROCK VINEYARDS,TURTLE ROCK VINEYARDS,2800 WILLOW CREEK RD,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5774373,-120.7796518
CA-W-2272,"BAXTER WINERY, INC.",PHILIPPE LORRAINE,28000 GREENWOOD RD,ELK,CA,95432,MENDOCINO,39.12267,-123.596664
CA-W-924,"SAN ANTONIO WINERY, INC.",SAN ANTONIO WINERY,2802 S MILLIKEN AVE,ONTARIO,CA,91761,SAN BERNARDINO,34.0219703,-117.5594903
CA-W-16512,"SALTONSTALL ESTATE COMPANY, LLC",SALTONSTALL ESTATE,2805 SPRING HILL RD,PETALUMA,CA,94952,SONOMA,38.219758,-122.727237
CA-W-1962,"SPRING MOUNTAIN VINEYARD, INC.",SPRING MOUNTAIN VINEYARDS,2805 SPRING MOUNTAIN RD,SAINT HELENA,CA,94574,NAPA,38.5060488,-122.4898202
CA-W-22541,"DRAWBRIDGE CELLARS, LLC",DRAWBRIDGE CELLARS,2811A-CHAPMAN ST,OAKLAND,CA,94601,ALAMEDA,37.7743361,-122.2355441
CA-W-16842,"DELGADILLO WINE COMPANY, LLC",DELGADILLO WINE COMPANY,2812 SACRAMENTO ST,NAPA,CA,94558,NAPA,38.3126633,-122.3049154
CA-W-3267,"STEPHAN VINEYARDS, INC",STEPHAN VINEYARDS,2815 LIVE OAK RD,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5900394,-120.7435712
CA-W-16920,EDWARD J. SWIGGERS,DIAMOND T VINEYARDS,28185 ANGEL MOUNTAIN RD,SANTA YSABEL,CA,92070,SAN DIEGO,33.2246148,-116.7871482
CA-W-23260,GLENWOOD CELLARS WINES LLC,GLENWOOD CELLARS,2820 SAINT HELENA HWY N,SAINT HELENA,CA,94574,NAPA,38.5192709,-122.4908279
CA-W-23350,HAYFORK WINE COMPANY LLC,HAYFORK WINE COMPANY,2820 SAINT HELENA HWY N,SAINT HELENA,CA,94574,,38.5192709,-122.4908279
CA-W-23596,"DAVID L. WIGHT,DOUGLAS A. WIGHT,ALAN N. WIGHT",LEWELLING WINE CO.,2820 SAINT HELENA HWY N,SAINT HELENA,CA,94574,NAPA,38.5192709,-122.4908279
CA-W-24092,"MARTIN WINES, LLC",MARTIN WINES,2820 SAINT HELENA HWY N,SAINT HELENA,CA,94574,NAPA,38.5192709,-122.4908279
CA-W-3364,"VINOCE VINEYARDS, LLC",VINOCE VINEYARDS,2820 ST. HELENA HWY N,ST. HELENA,CA,94574,NAPA,38.5192709,-122.4908279
CA-W-16081,"THE MORLET SELECTION, INCORPORATED",THE MORLET SELECTION,2825 ST. HELENA HWY,SAINT HELENA,CA,94574,NAPA,38.5176107,-122.4901739
CA-W-21483,SAN MICHELE-AUBURN LLC,HONEY BEAR RANCH WINERY,2826 BARKLEY RD,CAMINO,CA,95709,EL DORADO,38.745752,-120.691439
CA-W-17103,"REVOLUTION WINES, LLC",REVOLUTION WINES,2831 S ST,SACRAMENTO,CA,95816,SACRAMENTO,38.5637844,-121.4723181
CA-W-23445,EVERARD FAMILY VINEYARDS AND WINERY L.L.C.,EVERARD FAMILY VINEYARDS AND WINERY,2833 WHITE ALDER,SONOMA,CA,95476,,38.291629,-122.527937
CA-W-22698,SANDRA MURRAY,CAVE DE ROCHE VINEYARD,28338 S WHIPPOORWILL CIR,SHINGLETOWN,CA,96088,SHASTA,40.475642,-122.007613
CA-W-21914,"FARQUAR FAMILY WINERY, INC.",FARQUAR FAMILY WINERY,2839 SOUTHERN OAK RD,RAMONA,CA,92065,USA,32.9946449,-116.8913563
CA-W-21842,ALYRIS VINEYARDS LIMITED,ALYRIS VINEYARDS,2840 MONTICELLO RD,NAPA,CA,94558,NAPA,38.348291,-122.225512
CA-W-16292,PETER J. HOFFMANN,HOFFMANN FAMILY WINERY,2844 MONTICELLO RD,NAPA,CA,94558,NAPA,38.3466148,-122.2270403
CA-W-23954,"FRISBY CELLARS, INC.",FRISBY WINERY,28446 AIROSO ST. STE. 28522 & 28526,RANCHO MISSION VIEJO,CA,92694,,33.5470586,-117.5964692
CA-W-17004,"OLIVETO DISTRIBUTING COMPANY, INC.","OLIVETO DISTRIBUTING COMPANY, INC.",2849 HIGHWAY 4,VALLECITO,CA,95251,CALAVERAS,38.0972182,-120.4706858
CA-W-3629,"WILLIAM COLE VINEYARDS, LLC",WILLIAM COLE VINEYARDS,2849 SAINT HELENA HWY,SAINT HELENA,CA,94574,NAPA,38.5180163,-122.4905276
CA-W-22808,MICHAEL PATRICK RATKA,SPLIT BARREL CIDER,285 ALLEN RD,WOODSIDE,CA,94062,SAN MATEO,37.3866676,-122.292724
CA-W-2565,VICTOR & LESLIE ROBERTS,KELEVI CELLARS,2850 EL POMAR DR,TEMPLETON,CA,93465,SAN LUIS OBISPO,35.5632891,-120.6485486
CA-W-22337,"CIRCLE B VINEYARD AND CELLARS, LLC",CIRCLE B VINEYARD AND CELLARS,2850 RANCHITA CANYON RD,SAN MIGUEL,CA,93451,SAN LUIS OBISPO,35.7288338,-120.6046958
CA-W-23256,HIGHNOTE ENTERTAINMENT LLC,HIGHNOTE WINERY,2850 RANCHITA CANYON RD,SAN MIGUEL,CA,93451,PASO ROBLES,35.7288338,-120.6046958
CA-W-16758,"A CELLAR FULL OF NOISE, L.L.C.",JAMES JUDD & SON VINEYARDS,2850 RANCHITA CANYON RD,SAN MIGUEL,CA,93451,SAN LUIS OBISPO,35.7288338,-120.6046958
CA-W-22201,"CHOLAKIAN WINES, LLC",LDT CUSTOM CRUSH AND BOTTLING,2850 RANCHITA CANYON RD,SAN MIGUEL,CA,93451,SAN LUIS OBISPO,35.7288338,-120.6046958
CA-W-23280,SHARPEI MOON WINES LLC,SHARPEI MOON WINES,2850 RANCHITA CANYON RD,SAN MIGUEL,CA,93451,SAN LUIS OBISPO,35.7288338,-120.6046958
CA-W-23220,SWANK N SMITH LLC,SWANK N SMITH,2850 RANCHITA CANYON RD,SAN MIGUEL,CA,93451,SAN LUIS OBISPO,35.7288338,-120.6046958
CA-W-21015,"TWIN COYOTES WINERY, INC.",TWIN COYOTES WINERY,2850 RANCHITA CANYON RD,SAN MIGUEL,CA,93451,SAN LUIS OBISPO,35.7288338,-120.6046958
CA-W-23593,HUNEEUS WINES LLC,FLOWERS VINEYARD & WINERY,28500 SEAVIEW RD,CAZADERO,CA,95421,SONOMA,38.546907,-123.236948
CA-W-22166,"ECO TERRENO WINES, INC.",ECO TERRENO WINES,2859 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6504931,-122.912024
CA-W-20149,ESTATE 1856 WINES LLC,ESTATE 1856 WINES,2859 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6504931,-122.912024
CA-W-16040,I.S.R. VINEYARDS ASSOCIATION,MACLEOD FAMILY VINEYARD,2859 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6504931,-122.912024
CA-W-15545,"LYTTON ROAD, LLC",MOJON'S BENCH,2859 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6504931,-122.912024
CA-W-16737,"MUNSELLE VINEYARDS, LLC",MUNSELLE VINEYARDS,2859 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6504931,-122.912024
CA-W-21453,PARMESON FAMILY LLC,PARMESON WINES,2859 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6504931,-122.912024
CA-W-22086,"PAT WINES, LLC",PIED A TERRE WINES,2859 DRY CREEK RD,HEALDSBURG,CA,94558,,38.650488,-122.912031
CA-W-21305,"SWALLOWFORK, LLC",SWALLOWFORK,2859 DRY CREEK RD,HEALDSBURG,CA,95448,,38.6504931,-122.912024
CA-W-21041,FRANCES JEAN REINDERS,FUDGE FACTORY FARM,2860 HIGH HILL RD.,PLACERVILLE,CA,95667,EL DORADO,38.7409573,-120.712676
CA-W-3159,"LATCHAM GRANITE, INC.",LATCHAM VINEYARDS,2860 OMO RANCH RD,SOMERSET,CA,95684,EL DORADO,38.5656287,-120.7057301
CA-W-3152,JOSEPH & ANNA GATES,CATANO WINERY,2861 MURRAY RIDGE RD,SAN ANDREAS,CA,95249,CALAVERAS,38.208069,-120.672465
CA-W-23591,HUNEEUS WINES LLC,FAUST,2867 ST. HELENA HWY,ST. HELENA,CA,94574,NAPA,38.5186247,-122.4921856
CA-W-2141,"MIDNIGHT CELLARS, INC.",MIDNIGHT CELLARS,2867 TOWNSHIP RD,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5800581,-120.754224
CA-W-1677,JOSEPH G. & GENEVIEVE D. ROCHE,ROCHE WINERY,28700 ARNOLD DR,SONOMA,CA,95476,SONOMA,38.1743775,-122.4505499
CA-W-2597,"DESTINY VINEYARDS, LLC",HUNT CELLARS,2875 OAKDALE RD,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5665831,-120.7457264
CA-W-20030,"BECK AG OPERATIONS, INC.",BECK VINEYARDS AND WINERY,2885 S HIGUERA ST,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,35.261896,-120.6689696
CA-W-21040,SLO WINE STORAGE,THE WINE STUDIO,2885 S HIGUERA ST,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,35.261896,-120.6689696
CA-W-22575,DANNY A. MASCARI,MASCARI ENTERPRISES,28964 BOUQUET CANYON RD,SAUGUS,CA,91390,LOS ANGELES,34.4634018,-118.4816062
CA-W-15671,"M2 VINTNERS, INCORPORATED",M2 VINTNERS,2900 E PELTIER RD,ACAMPO,CA,95220,SAN JOAQUIN,38.1875123,-121.2811864
CA-W-17512,"RTV WINERY, LLC",BIEN NACIDO AND SOLOMON HILLS ESTATES,2900 RANCHO TEPUSQUET RD,SANTA MARIA,CA,93454,SANTA BARBARA,34.9097113,-120.2911993
CA-W-15279,"MELKA ESTATES, LLC",MELKA WINES,2900 SILVERADO TRL,SAINT HELENA,CA,94574,NAPA,38.5275373,-122.483453
CA-W-2874,"TURLEY WINE CELLARS, INC.",PESENTI WINERY,2900 VINEYARD DR,TEMPLETON,CA,93465,SAN LUIS OBISPO,35.5538065,-120.7509347
CA-W-23928,CULLING LLC,CULLING,2901 E MIRALOMA AVE STE 12,ANAHEIM,CA,92806,,33.8568798,-117.8683677
CA-W-23118,"GHOST OAKS WINERY, INC.",EL VAQUERO WINERY,2901 FREEDOM BLVD,CORRALITOS,CA,95076,SANTA CRUZ,36.9633036,-121.8097736
CA-W-15570,GEORGE CHARLES VISMAN,HIGH HILL RANCH,2901 HIGH HILL RD,PLACERVILLE,CA,95667,EL DORADO,38.7399473,-120.7123167
CA-W-3030,"DEER PARK ESCONDIDO, LLC",DEER PARK ESCONDIDO,29013 CHAMPAGNE BLVD,ESCONDIDO,CA,92026,SAN DIEGO,33.239862,-117.144672
CA-W-17443,BONITATA BOUTIQUE WINE CORPORATION,BONITATA BOUTIQUE WINE,291 AUBURN FOLSOM RD,AUBURN,CA,95603,PLACER,38.8916695,-121.075658
CA-W-21526,ALTO POMAR VINEYARD L.L.C.,ALTO POMAR VINEYARD,2910 LIMESTONE WAY,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5762377,-120.6885113
CA-W-23004,DARREN EDWARD DELMORE,DARREN DELMORE WINES,2910 LIMESTONE WAY,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5762377,-120.6885113
CA-W-23404,STEPHEN ROGERS AND CHRISTIN FREDERICK,ELEVAGE WINES,2910 LIMESTONE WAY,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5762377,-120.6885113
CA-W-23820,"FAMILIA HICKS WINES, LLC",FAMILIA HICKS WINES,2910 LIMESTONE WAY,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5762377,-120.6885113
CA-W-16960,"FRISBY CELLARS, INC.",FRISBY CELLARS,2910 LIMESTONE WAY,PASO ROBLES,CA,93446,,35.5762377,-120.6885113
CA-W-21236,"LIVE AREA, LLC",LXV WINE,2910 LIMESTONE WAY,PASO ROBLES,CA,93446,,35.5762377,-120.6885113
CA-W-22390,"MONOCHROME WINES, LLC",MONOCHROME WINES,2910 LIMESTONE WAY,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5762377,-120.6885113
CA-W-23541,NENOWROES WINES LLC,NENOW FAMILY WINES,2910 LIMESTONE WAY,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5762377,-120.6885113
CA-W-20294,"ONX WINERY, INC.",ONX WINES,2910 LIMESTONE WAY,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5762377,-120.6885113
CA-W-16855,"SEASHELL CELLARS, LLC",SEASHELL CELLARS,2910 LIMESTONE WAY,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5762377,-120.6885113
CA-W-23370,A. ZANINOVICH ENTERPRISES LLC,TLO WINES,2910 LIMESTONE WAY,PASO ROBLES,CA,93446,,35.5762377,-120.6885113
CA-W-23891,"WILLIAM ROBERT WINES, INC.",WILLIAM ROBERT ESTATE WINES,2910 LIMESTONE WAY,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5762377,-120.6885113
CA-W-17107,"RUSTRIDGE WINERY, INC.",RUSTRIDGE WINERY,2910 LOWER CHILES VALLEY RD,SAINT HELENA,CA,94574,NAPA,38.5270211,-122.3197708
CA-W-15410,BRIAN BENJAMIN BENSON,BRIAN BENSON CELLARS,2915 LIMESTONE WAY,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5765211,-120.688399
CA-W-16656,JACKSON CELLARS,MITCHELL KATZ WINERY,2915 S VASCO,LIVERMORE,CA,94550,ALAMEDA,37.6664509,-121.7198751
CA-W-2643,"JOSEPH SWAN VINEYARDS, INC.",JOSEPH SWAN VINEYARDS,2916 LAGUNA RD,FORESTVILLE,CA,95436,SONOMA,38.483242,-122.85075
CA-W-2498,THE WINE GROUP LLC,FRANZIA/SANGER,2916 S REED AVE,SANGER,CA,93657,FRESNO,36.6910223,-119.4544141
CA-W-15301,AMUSE BOUCHE LLC,AMUSE BOUCHE,2920 SPRING MOUNTAIN RD,SAINT HELENA,CA,94574,NAPA,38.5098404,-122.4952758
CA-W-21224,"ARCUDI WINES, LLC",ARCUDI WINES,2920 SPRING MOUNTAIN RD,ST. HELENA,CA,94574,NAPA,38.5098404,-122.4952758
CA-W-17628,AU SOMMET LLC,AU SOMMET WINERY,2920 SPRING MOUNTAIN RD,SAINT HELENA,CA,94574,NAPA,38.5098404,-122.4952758
CA-W-15194,FANTESCA LLC,FANTESCA,2920 SPRING MOUNTAIN RD,SAINT HELENA,CA,94574,NAPA,38.5098404,-122.4952758
CA-W-15936,"ILSLEY ESTATE WINES, LLC",ILSLEY ESTATE WINES,2920 SPRING MOUNTAIN RD,ST HELENA,CA,94574,NAPA,38.5098404,-122.4952758
CA-W-16023,"LAIL VINEYARDS, LLC",LAIL VINEYARDS,2920 SPRING MOUNTAIN RD,SAINT HELENA,CA,94574,NAPA,38.5098404,-122.4952758
CA-W-20080,"SNOWDEN VINEYARDS, LLC",SNOWDEN VINEYARDS,2920 SPRING MOUNTAIN RD,ST. HELENA,CA,94574,NAPA,38.5098404,-122.4952758
CA-W-23980,LUNA VINEYARDS LLC,LUNA VINEYARDS,2921 SILVERADO TRL,NAPA,CA,94558,NAPA,38.3450037,-122.2838641
CA-W-22204,"MOONE FAMILY VINEYARD, LLC",MOONE ONE THOUSAND VINES,2921 SILVERADO TRL,NAPA,CA,94558,,38.3450037,-122.2838641
CA-W-17453,SEVEN ANGELS CELLARS LLC,SEVEN ANGELS CELLARS,2925 ANDERSON RD,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.575356,-120.736549
CA-W-22571,"MARKK GREGG WINE CELLARS, LLC",TORCH CELLARS,2925 ANDERSON RD,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.575356,-120.736549
CA-W-22690,"SCHMITT / SIEBENBERG, LLC",VOLATUS WINE,2925 ANDERSON RD,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.575356,-120.736549
CA-W-15926,JACOB TOFT,JACOB TOFT WINES,2929 LIMESTONE WAY UNIT A,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5768193,-120.6885787
CA-W-23783,CAELESTA VINEYARDS LLC,CAELESTA WINES,2929 LIMESTONE WAY UNIT B,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5768193,-120.6885787
CA-W-22581,"RILEY WINES, LLC",HUBBA WINES,2929 LIMESTONE WAY UNIT B,PASO ROBLES,CA,93446,SAN LUIS OBISPO COUNTY,35.5768193,-120.6885787
CA-W-21953,"LEFONDUSAC, INC.",LEFONDUSAC,2929 LIMESTONE WAY UNIT B,PASO ROBLES,CA,93446,SAN LUIS OBISPO COUNTY,35.5768193,-120.6885787
CA-W-3207,"VINEYARD 29, LLC",VINEYARD 29 CELLARS,2929 SAINT HELENA HWY,SAINT HELENA,CA,94574,NAPA,38.5213317,-122.4937408
CA-W-21114,EMERSON BROWN LLC,EMERSON BROWN WINES,"2929 SAINT HELENA HWY, N",ST. HELENA,CA,94574,,38.5213317,-122.4937408
CA-W-21137,EMERSON WINES,SONRIA WINES,"2929 SAINT HELENA HWY, N.",ST. HELENA,CA,94574,,38.5213317,-122.4937408
CA-W-16803,"GRAPEVINE HOLDINGS L1, LLC",SKIPSTONE RANCH,2929 ST HELENA HWY,SAINT HELENA,CA,94574,NAPA,38.5213317,-122.4937408
CA-W-15276,"FIFTY BARRELS, INC.",CARLSBAD COASTAL WINERY,2930 NORMAN STRASSE RD SUITE 103,SAN MARCOS,CA,92069,SAN DIEGO,33.1612656,-117.2012364
CA-W-3552,"REVANA FAMILY PARTNERS, L.P.",REVANA WINERY,2930 SAINT HELENA HWY,SAINT HELENA,CA,94574,NAPA,38.5211063,-122.4928488
CA-W-22395,"CONCUR WINES, INC.",CONCUR WINES,2945 LIMESTONE WAY,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5766288,-120.6890504
CA-W-22394,"KARMA CHAMPAGNE, INC.",KARMA CALIFORNIA WINE CO.,2945 LIMESTONE WAY,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5766288,-120.6890504
CA-W-20107,NICORA WINES,NICORA WINES,2945 LIMESTONE WAY,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5766288,-120.6890504
CA-W-16943,"DAKARO CELLARS, INC",DAKARO,29464 BIG SPRING RD,WHITMORE,CA,96096,SHASTA,40.618447,-121.957668
CA-W-2252,GIUSEPPE J. BATTAGLINI,BATTAGLINI WINERY & VINEYARD,2948 PINER RD,SANTA ROSA,CA,95401,SONOMA,38.4661193,-122.7876205
CA-W-17170,"NICHELINI FAMILY WINERY, INC.",NICHELINI FAMILY WINERY,2950 SAGE CANYON RD,SAINT HELENA,CA,94574,NAPA,38.4988713,-122.2936764
CA-W-16702,TERMINAL VELOCITY INC,PRUETT VINEYARD,2955 SLADE RIDGE RD,AUBURN,CA,95603,PLACER,38.8501873,-121.065638
CA-W-17641,CAMPO CREEK VINEYARDS LLC,CAMPO CREEK VINEYARDS,29556 HIGHWAY 94,CAMPO,CA,91906,SAN DIEGO,32.5888058,-116.5177926
CA-W-23378,"SONOMA VINEYARD COMPANY, INC.",MERRY EDWARDS WINERY,2959 HIGHWAY 116 NORTH,SEBASTOPOL,CA,95472,SONOMA,38.4019983,-122.8240244
CA-W-22696,BENOM WINES INC.,BENOM WINES,2959 LIMESTONE WAY,PASO ROBLES,CA,93446,,35.5765518,-120.6896001
CA-W-23344,MIZEL VINEYARDS LLC,MIZEL WINES,2959 LIMESTONE WAY,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5765518,-120.6896001
CA-W-20386,"DUPONT INVESTMENTS, LLC",ROCK HILL WINERY,2970 DELMAR AVE,LOOMIS,CA,95650,PLACER,38.8407292,-121.2189536
CA-W-17009,"ROBLEDO FAMILY WINERY, INC.",ROBLEDO FAMILY WINERY,2970 STONE DR,LAKEPORT,CA,95453,LAKE,39.0151603,-122.8746552
CA-W-22013,TITUS VINEYARDS,TITUS VINEYARDS,2971 SILVERADO TRL N,ST. HELENA,CA,94574,NAPA,38.5269106,-122.4838572
CA-W-17614,"CARUCCI WINES, LLC",CARUCCI WINES,2975 LIMESTONE WAY,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.5765292,-120.6898632
CA-W-21091,"FLOATING FEATHER CELLARS, LLC",LEVO WINE,2975 LIMESTONE WAY,PASO ROBLES,CA,93446,SAN LUIS OBISPO COUNTY,35.5765292,-120.6898632
CA-W-22510,O'NEILL BEVERAGES CO. LLC,ROBERT HALL WINERY,2975 MITCHELL RANCH WAY,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.6442947,-120.6323799
CA-W-17639,JODY B. TOWE,J. BRIX WINES,298 ENTERPRISE ST STE D,ESCONDIDO,CA,92029,SAN DIEGO,33.1209187,-117.1155926
CA-W-17296,"VESPER VINEYARDS, LLC",VESPER VINEYARDS,298 ENTERPRISE ST STE D,ESCONDIDO,CA,92029,SAN DIEGO,33.1209187,-117.1155926
CA-W-22568,STEVE NOBLE LEDSON,MOUNTAIN TERRACES WINERY AND VINEYARD,2990 CAVEDALE RD,GLEN ELLEN,CA,95442,SONOMA,38.354351,-122.466774
CA-W-2890,"MICHAEL SCOTT WINES, LTD.",MICHAEL SCOTT WINES,2993 BROOKWOOD DR,NAPA,CA,94558,NAPA,38.3142863,-122.3249014
CA-W-22322,SANS LIEGE INC.,SANS LIEGE WINES,2995 LIMESTONE WAY,PASO ROBLES,CA,93446,SAN LUIS OBISPO COUNTY,35.5768697,-120.6903306
CA-W-2417,"K-4 DEVELOPMENT, LLC",SILVER HORSE WINERY,2995 PLEASANT RD,SAN MIGUEL,CA,93451,SAN LUIS OBISPO,35.7316295,-120.6225064
CA-W-17695,"P.B. HEIN VINEYARDS, INC",PB HEIN VINEYARDS,3 EXECUTIVE WAY,NAPA,CA,94558,NAPA,38.2245518,-122.2569697
CA-W-15272,"RAMAZZOTTI WINES, LLC",RAMAZZOTTI WINES,30 INDUSTRIAL DR,CLOVERDALE,CA,95425,SONOMA,38.7960997,-123.0199343
CA-W-15068,"TESTAROSSA VINEYARDS, LLC",TESTAROSSA VINEYARDS,300 COLLEGE AVE,LOS GATOS,CA,95030,SANTA CLARA,37.2136031,-121.9821018
CA-W-3609,"LEAL VINEYARDS, INC.",LEAL ESTATE VINEYARDS,300 MARANATHA DR,HOLLISTER,CA,95023,SAN BENITO,36.827557,-121.3590771
CA-W-21072,"CHANIN WINE COMPANY, INC.",CHANIN WINE COMPANY,300 N 12TH ST UNIT 1C & 2C,LOMPOC,CA,93436,SANTA BARBARA,34.6430971,-120.435223
CA-W-21282,"METIER, LLC",LIEU DIT,300 N 12TH ST UNIT 4A,LOMPOC,CA,93436,SANTA BARBARA,34.6430971,-120.435223
CA-W-22818,"RAILWAY, LLC",STRANGE FAMILY VINEYARDS,300 N 12TH ST UNIT 4A,LOMPOC,CA,93436,SANTA BARBARA,34.6430971,-120.435223
CA-W-21310,"WENZLAU VINEYARD COMPANY, LLC",WENZLAU VINEYARD,300 N 12TH ST UNIT 4A,LOMPOC,CA,93436,SANTA BARBARA,34.6430971,-120.435223
CA-W-17528,J. WILLETT COMPANIES,TYLER WINERY,300 N 12TH ST UNIT 4A & 4B,LOMPOC,CA,93436,SANTA BARBARA,34.6430971,-120.435223
CA-W-17118,VICTOR L GALLEGOS,THE EQWINERIE,300 N 12TH ST UNIT 4B,LOMPOC,CA,93436,SANTA BARBARA,34.6430971,-120.435223
CA-W-17099,"ZOTOVICH WINE ENTERPRISES, LLC",ZOTOVICH VINEYARDS AND WINERY,300 N 12TH ST UNIT 4B &,LOMPOC,CA,93436,SANTA BARBARA,34.6430971,-120.435223
CA-W-21079,"JORIAN HILL VINEYARDS, LLC",JORIAN HILL VINEYARDS,300 N G ST STE C,LOMPOC,CA,93436,SANTA BARBARA,34.642379,-120.4562408
CA-W-17245,"TRANSCEND RESOURCES, INC.",TRANSCENDENCE,300 N G ST STE C,LOMPOC,CA,93436,SANTA BARBARA,34.642379,-120.4562408
