PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY,Latitude,Longitude,Merge_Name
CA-W-2295,STEVE NOBLE LEDSON,LEDSON VINEYARDS AND WINERY,21692 8TH ST SUITE 120A,SONOMA,CA,95476,SONOMA,38.2589716,-122.4395579,LEDSON AND
CA-W-15321,STEVE NOBLE LEDSON,LEDSON VINEYARDS AND WINERY,21692 EIGHTH ST BLDG B,SONOMA,CA,95476,SONOMA,38.2589716,-122.4395579,LEDSON AND
CA-W-16531,"LENNOX VINEYARDS, LLC",LENNOX VINEYARDS,691 FERGUSON RD,SEBASTOPOL,CA,95472,SONOMA,38.4042746,-122.8650961,LENNOX
CA-W-22770,"LEONARD WINE COMPANY, LLC",LEONARD WINE COMPANY,6705 CRISTO LN,SANTA ROSA,CA,95409,SONOMA,38.4465684,-122.6024999,LEONARD
CA-W-22338,"TWO 4 STU, LLC",LERNER PROJECT,7633 SILVERADO TRL,NAPA,CA,94558,NAPA,38.4536739,-122.3622811,LERNER PROJECT
CA-W-22118,"LETO CELLARS, INC.",LETO CELLARS,761 TECHNOLOGY WAY,NAPA,CA,94558,NAPA,38.2246884,-122.2673879,LETO
CA-W-17660,"LEVY & MCCLELLAN, LLC",LEVY & MCCLELLAN,4331 AZALEA SPRINGS WAY,CALISTOGA,CA,94515,NAPA,38.5635434,-122.5554366,LEVY & MCCLELLAN
CA-W-23596,"DAVID L. WIGHT,DOUGLAS A. WIGHT,ALAN N. WIGHT",LEWELLING WINE CO.,2820 SAINT HELENA HWY N,SAINT HELENA,CA,94574,NAPA,38.5192709,-122.4908279,LEWELLING
CA-W-2333,LC WINE,LEWIS CELLARS,4101 BIG RANCH RD,NAPA,CA,94558,NAPA,38.3520599,-122.3084836,LEWIS
CA-W-15556,"LAMBORN FAMILY WINE COMPANY, LP","LFWC MANAGEMENT, INC. GENERAL PARTNER",4455 N ST HELENA HWY,CALISTOGA,CA,94515,NAPA,38.563944,-122.563579,"LFWC MANAGEMENT, INC. GENERAL PARTNER"
CA-W-22226,"PEJU FAMILY OPERATING PARTNERSHIP, LP",LIANA ESTATES,2750 LAS AMIGAS RD,NAPA,CA,94558,NAPA,38.2308474,-122.3487459,LIANA
CA-W-16450,"LIEFF WINES, LLC",LIEFF WINES,5055 SOLANO AVE,NAPA,CA,94558,NAPA,38.3523381,-122.3348428,LIEFF
CA-W-22839,"LIFE WINE, LLC",LIFE WINE,"45 ENTERPRISE CT UNIT 1,2,3,4,7",NAPA,CA,94558,NAPA,38.260461,-122.2739179,LIFE
CA-W-21686,LIGHTNING WINE FARM LLC,LIGHTNING WINES,620 TRANCAS ST,NAPA,CA,94558,NAPA,38.3260157,-122.2876543,LIGHTNING
CA-W-23749,"DOT WINES, LLC",LILY CASSIUS WINES,24505 CHIANTI RD,CLOVERDALE,CA,95425,SONOMA,38.7385847,-122.9499071,LILY CASSIUS
CA-W-15009,O. G. LINDE & SYLVIA LINDE,LINDE VINEYARDS,24400 GEYSERVILLE AVE,CLOVERDALE,CA,95425,SONOMA,38.744579,-122.944028,LINDE
CA-W-16299,"NICALI, LLC",LINDSTROM WINES,5055 SOLANO AVE,NAPA,CA,94558,NAPA,38.3523381,-122.3348428,LINDSTROM
CA-W-16659,EDWARDS FISCHL LLC,LINNAEA VINEYARDS,1473 YOUNTVILLE CROSS RD,YOUNTVILLE,CA,94599,NAPA,38.4240494,-122.3447164,LINNAEA
CA-W-16370,"LIOCO WINE COMPANY, LLC",LIOCO WINE COMPANY,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096,LIOCO
CA-W-23859,ALAIN P. LEONNET,LION IMPORTS,849 ZINFANDEL LN,SAINT HELENA,CA,94574,NAPA,38.485519,-122.43762,LION IMPORTS
CA-W-16636,"SUNSET ARRANGERS, INC.",LION'S RUN WINERY,1721 PARTRICK RD,NAPA,CA,94558,NAPA,38.313043,-122.3727841,LION'S RUN
CA-W-22634,"SLJ GROUP, INC.",LIONSTONE INTERNATIONAL,300 VIA ARCHIMEDES,GEYSERVILLE,CA,95441,SONOMA,38.6791983,-122.8878361,LIONSTONE INTERNATIONAL
CA-W-20401,"INVESTORS WINE COMPANY, INC.",LIPARITA CELLARS,783040 ST. HELENA HWY,OAKVILLE,CA,94562,NAPA,38.4364134,-122.4013545,LIPARITA
CA-W-3599,"LITTLE VINEYARDS FAMILY WINERY, LLC",LITTLE VINEYARDS FAMILY WINERY,15188 SONOMA HWY,GLEN ELLEN,CA,95442,SONOMA,38.3439377,-122.5046311,LITTLE
CA-W-21482,JENNIFER MAREE HARDCASTLE AND JAMES MICHAEL LARSEN,LITTLE RED VINEYARD,3360 COFFEY LN STE E,SANTA ROSA,CA,95403,SONOMA,38.4722626,-122.7445677,LITTLE RED
CA-W-23906,"LLAMAS FAMILY WINES, INC.",LLAMAS FAMILY WINES,5225 SOLANO AVE,NAPA,CA,94558,NAPA,38.3637594,-122.3391379,LLAMAS
CA-W-21357,LLOYD CELLARS INC,LLOYD WINEMAKING,25 ENTERPRISE CT STE 1-8,NAPA,CA,94558,NAPA,38.2602811,-122.274699,LLOYD MAKING
CA-W-21437,"LOBO WINES, LLC",LOBO WINES,2275 SODA CANYON RD,NAPA,CA,94558,NAPA,38.3990083,-122.2927451,LOBO
CA-W-21541,"JACKSON FAMILY WINES, INC.",LOKOYA WINERY,3787 SPRING MOUNTAIN RD,ST. HELENA,CA,94574,NAPA,38.520189,-122.5383292,LOKOYA
CA-W-16365,"JACKSON FAMILY WINES, INC.",LOKOYA WINERY,3875 MOUNT VEEDER RD,NAPA,CA,94558,NAPA,38.3932124,-122.4586115,LOKOYA
CA-W-23212,"LLV WINES, LLC",LOLA WINES,700 DOWDELL LN,ST HELENA,CA,94574,NAPA,38.5003533,-122.456521,LOLA
CA-W-15169,"LONE OAK ESTATE WINERY, LLC",LONE OAK ESTATE WINERY,36050 HWY 128,CLOVERDALE,CA,95425,SONOMA,38.8570296,-123.0794531,LONE OAK
CA-W-23571,LMR WINE ESTATES LLC,LONG MEADOW RANCH WINERY,1775 WHITEHALL LN,SAINT HELENA,CA,94574,NAPA,38.4616104,-122.4630862,LONG MEADOW RANCH
CA-W-17632,"LONGBOARD VINEYARDS, LLC",LONGBOARD VINEYARDS,5 FITCH ST,HEALDSBURG,CA,95448,SONOMA,38.6077762,-122.8670745,LONGBOARD
CA-W-3343,"LONGFELLOW WINE COMPANY, LLC",LONGFELLOW WINE COMPANY,45 ENTERPRISE WAY SUITE 1-4,NAPA,CA,94558,NAPA,38.2590209,-122.274659,LONGFELLOW
CA-W-22875,"LLOYD & LOUISE, INC",LOOKOUT RIDGE WINERY,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289,LOOKOUT RIDGE
CA-W-3326,E. & J. GALLO WINERY,LOUIS M. MARTINI WINERY,254 SAINT HELENA HWY,SAINT HELENA,CA,94574,NAPA,38.4923325,-122.4520317,LOUIS M. MARTINI
CA-W-2856,CHRISTOPHER M. LOXTON,LOXTON CELLARS,11466 DUNBAR RD,GLEN ELLEN,CA,95442,SONOMA,38.3881753,-122.5320148,LOXTON
CA-W-23070,DUSTY RIVERVIEW CELLARS,LUCKY ROCK WINE COMPANY,3354 COFFEY LN STE A,SANTA ROSA,CA,95403,SONOMA,38.4714515,-122.7423991,LUCKY ROCK
CA-W-17128,"LULA CELLARS, LLC",LULA CELLARS,6705 SONOMA HWY,SANTA ROSA,CA,95409,SONOMA,38.4453689,-122.6050482,LULA
CA-W-23980,LUNA VINEYARDS LLC,LUNA VINEYARDS,2921 SILVERADO TRL,NAPA,CA,94558,NAPA,38.3450037,-122.2838641,LUNA
CA-W-23866,LUSSIER WINE CO LLC,LUSSIER WINE CO,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.5023906,-122.8965343,LUSSIER CO
CA-W-16681,"LUTEA WINE CELLARS, INC.",LUTEA,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096,LUTEA
CA-W-21642,"LYNMAR WINERY, LLC",LYNMAR ESTATE WINERY,3905 FREI RD,SEBASTOPOL,CA,95472,SONOMA,38.4441605,-122.845115,LYNMAR
CA-W-3107,"MARTIN RAY WINERY, INC",M. RAY WINERY,2191 LAGUNA RD STE C,SANTA ROSA,CA,95401,SONOMA,38.4687464,-122.8505794,M. RAY
CA-W-17770,"M.S. TORUN RANCH, INC.",M.S. TORUN RANCH,5185 WRAGG CANYON RD,NAPA,CA,94558,NAPA,38.476501,-122.162643,M.S. TORUN RANCH
CA-W-23081,MACAULEY WINE CORPORATION,MACAULEY VINEYARDS,4708 SILVERADO TRL,CALISTOGA,CA,94515,NAPA,38.5796557,-122.553414,MACAULEY
CA-W-20345,STEVEN LAW,MACLAREN WINE COMPANY,22020 CARNEROS VINEYARD WAY STE 2,SONOMA,CA,95476,SONOMA,38.2552759,-122.4381754,MACLAREN
CA-W-16040,I.S.R. VINEYARDS ASSOCIATION,MACLEOD FAMILY VINEYARD,2859 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6504931,-122.912024,MACLEOD
CA-W-20088,"LION NATHAN USA, INC.",MACROSTIE WINERY,21481 8TH ST ST E STE 25 & 30,SONOMA,CA,95476,SONOMA,38.2627706,-122.4421235,MACROSTIE
CA-W-23758,"LION NATHAN USA, INC.",MACROSTIE WINERY,3354 COFFEE LN STE A,SANTA ROSA,CA,95403,SONOMA,38.4714515,-122.7423991,MACROSTIE
CA-W-15770,MAGITO & COMPANY LLC,MAGITO WINES,1446 INDUSTRIAL AVE,SEBASTOPOL,CA,95472,SONOMA,38.3855154,-122.8116231,MAGITO
CA-W-22314,ROBERTS FAMILY WINES LLC,MAGNOLIA BLOSSOM,1200 AMERICAN WAY,WINDSOR,CA,95492,SONOMA,38.5296929,-122.799854,MAGNOLIA BLOSSOM
CA-W-22181,MAITRE DE CHAI LLC,MAITRE DE CHAI,2323 B 4TH ST,BERKELY,CA,94710,NAPA,37.8622584,-122.2979636,MAITRE DE CHAI
CA-W-17235,MALDONADO WINES LLC,MALDONADO VINEYARDS,3070 OLD LAWLEY TOLL RD,CALISTOGA,CA,94515,NAPA,38.6092982,-122.5923302,MALDONADO
CA-W-15802,"DIAMOND RIDGE ESTATE WINERY AND VINEYARDS, INC.",MALM CELLARS,119 W NORTH ST,HEALDSBURG,CA,95448,SONOMA,38.6115629,-122.875719,MALM
CA-W-21429,"MANIC WINES, LLC",MANIC WINES,21481 E 8TH ST STE 1,SONOMA,CA,95476,SONOMA,38.2627706,-122.4421235,MANIC
CA-W-22414,MANTRA WINE CELLARS,MANTRA WINE CELLARS,101 GRANT AVE UNIT H,HEALDSBURG,CA,95448,SONOMA,38.5978578,-122.8531789,MANTRA
CA-W-22471,"MANZANITA GROVE, LLC",MANZANITA GROVE WINERY,10300 HWY. 12 HWY,KENWOOD,CA,95452,SONOMA,38.4036235,-122.5399643,MANZANITA GROVE
CA-W-3448,"CHARLES F. MARA, INC.",MARAMONTE WINES,21481 EIGHTH ST SUITES 7 &,SONOMA,CA,95476,SONOMA,38.2626685,-122.4422176,MARAMONTE
CA-W-20003,MARCASSIN WINE COMPANY LLC,MARCASSIN WINE COMPANY,7331 CONDE LN,WINDSOR,CA,95492,SONOMA,38.5285162,-122.7991171,MARCASSIN
CA-W-16620,PHILLIP RICHARD MARCUCCI JR AND CHERI LEE MARCUCCI,MARCUCCI FARMS,25 HEALDSBURG AVE,HEALDSBURG,CA,95448,SONOMA,38.6037103,-122.8630696,MARCUCCI FARMS
CA-W-1811,"MARIETTA CELLARS, INCORPORATED",MARIETTA CELLARS,22295 CHIANTI RD,GEYSERVILLE,CA,95441,SONOMA,38.7186209,-122.9240853,MARIETTA
CA-W-1901,MARIMAR TORRES ESTATE CORPORATION,MARIMAR ESTATE VINEYARDS & WINERY,11400 GRATON RD,SEBASTOPOL,CA,95472,SONOMA,38.422292,-122.903504,MARIMAR
CA-W-17068,"BAZAN CELLARS, LLC",MARIO BAZAN CELLARS,3524 SILVERADO TRL,SAINT HELENA,CA,94574,NAPA,38.5473988,-122.4883611,MARIO BAZAN
CA-W-24046,"EL GRANDOLERO COMPANY, LLC",MARIONI WINES,21481 E 8TH ST STE 1,SONOMA,CA,95476,SONOMA,38.2627706,-122.4421235,MARIONI
CA-W-22758,"DONALD PATZ WINE GROUP, LLC",MARITANA VINEYARDS,1200 AMERICAN WAY,WINDSOR,CA,95492,SONOMA,38.5296929,-122.799854,MARITANA
CA-W-16697,"MARITA'S VINEYARD, LLC",MARITA'S VINEYARD,270 KREUZER LN,NAPA,CA,94559,NAPA,38.280827,-122.2284214,MARITA'S
CA-W-21431,"THE HALCYON SYNDICATE LTD., LLC",MARITIME WINE TRADING COLLECTIVE,45 ENTERPRISE CT UNIT 1-4 & 7,NAPA,CA,94558,NAPA,38.260461,-122.2739179,MARITIME TRADING COLLECTIVE
CA-W-16829,"MARK HEROLD WINES, LLC",MARK HEROLD WINES,64 BONNEAU RD,SONOMA,CA,95476,SONOMA,38.235894,-122.4637956,MARK HEROLD
CA-W-21269,MARKE WINES LLC,MARKE WINES,270 KREUZER LN,NAPA,CA,94559,NAPA,38.280827,-122.2284214,MARKE
CA-W-21311,"MAROON WINERY, LLC",MAROON WINES,2747 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA,38.248487,-122.275618,MAROON
CA-W-15889,"MARSTON FAMILY VINEYARD, LLC",MARSTON FAMILY VINEYARD,3600 WHITE SULPHUR SPRINGS RD,SAINT HELENA,CA,94574,NAPA,38.4901524,-122.5136641,MARSTON
CA-W-21707,"MARSTON FAMILY VINEYARD, LLC",MARSTON FAMILY VINEYARD,40 RAPP LN,NAPA,CA,94558,NAPA,38.310484,-122.2482715,MARSTON
CA-W-23189,"MS WINES, LLC",MARTHA STOUMEN WINES,6780 MCKINLEY AVE STE 170,SEBASTOPOL,CA,95472,SONOMA,38.403849,-122.8214796,MARTHA STOUMEN
CA-W-24092,"MARTIN WINES, LLC",MARTIN WINES,2820 SAINT HELENA HWY N,SAINT HELENA,CA,94574,NAPA,38.5192709,-122.4908279,MARTIN
CA-W-2798,"PUERTA DORADA, LLC",MARTIN ESTATE,8780 CONN CREEK RD,RUTHERFORD,CA,94573,NAPA,38.4748193,-122.3985121,MARTIN
CA-W-2429,"MARTINELLI WINERY, INC.",MARTINELLI WINERY,3360 RIVER RD,WINDSOR,CA,95492,SONOMA,38.4881637,-122.8076782,MARTINELLI
CA-W-16147,MAS WINE COMPANY LLC,MAS WINE CO.,205 JIM OSWALT WAY SUITE A,AMERICAN CANYON,CA,94503,NAPA,38.1945862,-122.2776174,MAS
CA-W-17087,MASSICAN LLC,MASSICAN,1518 FILMORE ST,CALISTOGA,CA,94515,NAPA,38.5838863,-122.5832044,MASSICAN
CA-W-23399,"MASTER THE WORLD, INC",MASTER THE WORLD,12707 OLD REDWOOD HWY,HEALDSBURG,CA,95448,SONOMA,38.58928,-122.8510641,MASTER THE WORLD
CA-W-22180,DAVID JOHN SCHEIDT,MASTRO SCHEIDT CELLARS,24505 CHIANTI RD,CLOVERDALE,CA,95425,SONOMA,38.7385847,-122.9499071,MASTRO SCHEIDT
CA-W-16492,"JACKSON FAMILY WINES, INC.",MATANZAS CREEK,6097 BENNETT VALLEY RD,SANTA ROSA,CA,95404,SONOMA,38.4018825,-122.6280116,MATANZAS CREEK
CA-W-3256,"S&R ASSOCIATES, LLC",MATCH VINEYARDS,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289,MATCH
CA-W-16287,PETER MATHIS,MATHIS WINE,21684 8TH ST STE 460,SONOMA,CA,95476,SONOMA,38.2599714,-122.4368952,MATHIS
CA-W-22446,"MATHY WINERY, LLC",MATHY WINERY,25510 RIVER RD,CLOVERDALE,CA,95425,SONOMA,38.7647574,-122.9602359,MATHY
CA-W-16766,"STONECUSHION, INC.",MATRIX WINERY,3291 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.5747287,-122.8772321,MATRIX
CA-W-23876,"MATT DEMPSEY WINES, LLC","MATT DEMPSEY WINES, LLC",3311 DAVID DR,NAPA,CA,94558,NAPA,38.2980089,-122.3356841,MATT DEMPSEY
CA-W-16735,"TAYLOR CELLARS, LLC",MATT TAYLOR WINES,1160 HOPPER AVE,SANTA ROSA,CA,94503,SONOMA,38.4791031,-122.7410232,MATT TAYLOR
CA-W-22530,"MATTHEW RORICK WINES, INC.",MATTHEW RORICK WINES,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289,MATTHEW RORICK
CA-W-16720,"MATTHIASSON FAMILY VINEYARDS, LLC",MATTHIASSON FAMILY VINEYARDS,110-122 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289,MATTHIASSON
CA-W-22480,MAXEM WINES LLC,MAXEM WINES,335 WEST LN,ANGWIN,CA,94508,NAPA,38.5635302,-122.4655433,MAXEM
CA-W-21518,"MAXVILLE LAKE WINERY, INC.",MAXVILLE LAKE WINERY,4105 CHILES POPE VALLEY RD,ST. HELENA,CA,94574,NAPA,38.5579708,-122.3749973,MAXVILLE LAKE
CA-W-15452,MAYO FAMILY WINERY,MAYO FAMILY WINERY,340 CENTER ST,HEALDSBURG,CA,95448,SONOMA,38.6119874,-122.8695858,MAYO
CA-W-16160,"MAYRO-MURDICK WINES, LLC",MAYRO-MURDICK WINE,1285 DEALY LN A3,NAPA,CA,94559,NAPA,38.2687503,-122.3478026,MAYRO-MURDICK
CA-W-15455,"STONECUSHION, INC.",MAZZOCCO WINERY,1400 LYTTON SPRINGS RD,HEALDSBURG,CA,95448,SONOMA,38.6558856,-122.8974921,MAZZOCCO
CA-W-16058,MC WINES LLC,MC WINES,1170 TUBBS LN,CALISTOGA,CA,94515,NAPA,38.5918834,-122.6018226,MC
CA-W-15820,"MCCRORIE FAMILY VINEYARD, LLC",MCCRORIE FAMILY VINEYARD,3106 SILVERADO TRL,NAPA,CA,94558,NAPA,38.3488982,-122.282978,MCCRORIE
CA-W-22858,"MCEVOY OF MARIN, LLC",MCEVOY RANCH,1600 BARLOW LN,SEBASTOPOL,CA,95472,SONOMA,38.4180003,-122.8577609,MCEVOY RANCH
CA-W-16602,"MCEVOY OF MARIN, LLC",MCEVOY RANCH,5935 RED HILL RD,PETALUMA,CA,94952,SONOMA,38.1695362,-122.6735218,MCEVOY RANCH
CA-W-23385,MCGEE'S MEAD LLC,MCGEE'S MEAD OR MCGEE'S MEAD CO.,785 CONN VALLEY RD,ST HELENA,CA,94574,NAPA,38.5168789,-122.4246708,MCGEE'S MEAD OR MCGEE'S MEAD
CA-W-3014,MERRY D. MCILROY AND WILLIAM A. MCILROY,MCILROY WINES,4950 ROSS RD,SEBASTOPOL,CA,95472,SONOMA,38.4550566,-122.8794659,MCILROY
CA-W-17419,"MCINTYRE VINEYARDS, INC.",MCINTYRE VINEYARDS,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096,MCINTYRE
CA-W-22880,"MCINTYRE VINEYARDS, INC.",MCINTYRE VINEYARDS,1600 BARLOW LN,SEBASTOPOL,CA,95472,SONOMA,38.4180003,-122.8577609,MCINTYRE
CA-W-22004,YELLOW CLAY FARM CO.,MCKENZIE-MUELLER VINEYARDS & WINERY,2530 LAS AMIGAS RD,NAPA,CA,94559,NAPA,38.2321512,-122.3318904,MCKENZIE-MUELLER
CA-W-16774,RICHARD MICHAEL MCKEON AND CATHERINE LYNETTE MCKEON,MCKEON FAMILY WINERY,3360 COFFEY LN SUITE E,SANTA ROSA,CA,95403,SONOMA,38.4722626,-122.7445677,MCKEON
CA-W-17672,"MDC WINES, LLC",MDC WINES,190 CAMINO ORUGA UNIT 24,NAPA,CA,94558,NAPA,38.2278616,-122.2538276,MDC
CA-W-3547,"MEADOWOOD ASSOCIATES, LP",MEADOWOOD ASSOCIATES,1030 SILVERADO TRL,SAINT HELENA,CA,94574,NAPA,38.5187848,-122.4618897,MEADOWOOD ASSOCIATES
CA-W-3430,"MEDLOCK AMES VINTNERS, LLC",MEDLOCK AMES,13414 CHALK HILL RD,HEALDSBURG,CA,95448,SONOMA,38.6065981,-122.7758523,MEDLOCK AMES
CA-W-22488,GREGORY ROBERT MELANSON,MELANSON VINEYARDS,1721 PARTRICK RD,NAPA,CA,94558,NAPA,38.313043,-122.3727841,MELANSON
CA-W-15279,"MELKA ESTATES, LLC",MELKA WINES,2900 SILVERADO TRL,SAINT HELENA,CA,94574,NAPA,38.5275373,-122.483453,MELKA
CA-W-20382,AHA PARTNERS LLC,MEMENTO MORI,335 WEST LN,ANGWIN,CA,94508,NAPA,38.5635302,-122.4655433,MEMENTO MORI
CA-W-21698,"3730 SILVERADO TRAIL, LLC",MENDING WALL,3730 SILVERADO TRAIL,ST. HELENA,CA,94574,NAPA,38.554794,-122.5010513,MENDING WALL
CA-W-22426,"MENGLER FAMILY WINES, LLC",MENGLER FAMILY WINES,1290 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6326374,-122.8951478,MENGLER
CA-W-16429,"WINDACRE WEST, LLC",MERRIAM VINEYARDS,11654 LOS AMIGOS RD,HEALDSBURG,CA,95448,SONOMA,38.5785581,-122.8367862,MERRIAM
CA-W-23378,"SONOMA VINEYARD COMPANY, INC.",MERRY EDWARDS WINERY,2959 HIGHWAY 116 NORTH,SEBASTOPOL,CA,95472,SONOMA,38.4019983,-122.8240244,MERRY EDWARDS
CA-W-2297,MERRYVALE VINEYARDS LLC,MERRYVALE VINEYARDS,1000 MAIN ST,SAINT HELENA,CA,94574,NAPA,38.5027811,-122.4638407,MERRYVALE
CA-W-17021,"FOLEY FAMILY WINES, INC.",MERUS,424 CRYSTAL SPRINGS RD,SAINT HELENA,CA,94574,NAPA,38.5527129,-122.4838068,MERUS
CA-W-16018,METEOR VINEYARD LLC,METEOR VINEYARD,335 WEST LANE,ANGWIN,CA,94508,NAPA,38.5635302,-122.4655433,METEOR
CA-W-21017,"MI SUENO WINERY, INC.",MI SUENO WINERY,910 ENTERPRISE WAY STE M,NAPA,CA,94558,NAPA,38.2598168,-122.2718577,MI SUENO
CA-W-21051,"TESTANEY, INC.",MICHAEL CAITLIN WINES,425 GATEWAY DR,NAPA,CA,94558,NAPA,38.2219945,-122.2651904,MICHAEL CAITLIN
CA-W-23839,"CAVE DOG HOLDINGS, LLC",MICHAEL HAVENS WINES,21481 8TH ST E STE 15B,SONOMA,CA,95476,SONOMA,38.2627706,-122.4421235,MICHAEL HAVENS
CA-W-2138,BETTER BRANDS INTERNATIONAL,MICHAEL POZZAN WINERY,7830 SAINT HELENA HWY SUITE 22,OAKVILLE,CA,94562,NAPA,38.43666,-122.4020388,MICHAEL POZZAN
CA-W-2890,"MICHAEL SCOTT WINES, LTD.",MICHAEL SCOTT WINES,2993 BROOKWOOD DR,NAPA,CA,94558,NAPA,38.3142863,-122.3249014,MICHAEL SCOTT
CA-W-20599,"KSSM, LLC",MICHEL SCHLUMBERGER,4155 WINE CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6575636,-122.9490048,MICHEL SCHLUMBERGER
CA-W-23306,"MIDNIGHT ROSE, LLC",MIDNIGHT ROSE,331 SILVERADO TRL,CALISTOGA,CA,94515,NAPA,38.5830289,-122.5653551,MIDNIGHT ROSE
CA-W-15621,MIDSUMMER CELLARS LLC,MIDSUMMER CELLARS,771 SAGE CANYON RD,SAINT HELENA,CA,94574,NAPA,38.4865939,-122.401241,MIDSUMMER
CA-W-1824,KEITH A. MIETZ,MIETZ CELLARS,602 LIMERICK LN,HEALDSBURG,CA,95448,SONOMA,38.5860788,-122.8367305,MIETZ
CA-W-23443,DUCKHORN WINE COMPANY,MIGRATION,1451 STANLY LN,NAPA,CA,94559,NAPA,38.2445664,-122.2934327,MIGRATION
CA-W-21206,JASON MIKAMI & MITZI ONIZUKA,MIKAMI VINEYARDS,1721 PARTRICK RD,NAPA,CA,94558,NAPA,38.313043,-122.3727841,MIKAMI
CA-W-17366,MIKE AND MOLLY HENDRY,MIKE AND MOLLY HENDRY WINE COMPANY,3104 REDWOOD RD,NAPA,CA,94558,NAPA,38.321289,-122.3435767,MIKE AND MOLLY HENDRY
CA-W-22869,"MILO FAMILY VINEYARDS, LTD.",MILA FAMILY VINEYARDS,1200 AMERICAN WAY,WINDSOR,CA,95492,SONOMA,38.5296929,-122.799854,MILA
CA-W-21878,JAMES E. COLLINS & DOROTHEA MCFARLAND,MILLIKEN CREEK VINEYARDS,7554 ST. HELENA HWY,OAKVILLE,CA,94562,NAPA,38.4249576,-122.3922597,MILLIKEN CREEK
CA-W-22714,"PLACEHOLDER RANCH, LLC",MINDEGO RIDGE VINEYARD,3530 N SILVERADO TRL,ST. HELENA,CA,94574,NAPA,38.5486016,-122.4909476,MINDEGO RIDGE
CA-W-2603,"MINER FAMILY WINERY, L.L.C.",MINER FAMILY WINERY,7850 SILVERADO TRL,OAKVILLE,CA,94562,NAPA,38.4627747,-122.3711021,MINER
CA-W-23322,MIRA WINERY LLC,MIRA WINERY,6170 WASHINGTON ST,YOUNTVILLE,CA,94599,NAPA,38.387323,-122.348436,MIRA
CA-W-22782,"MIRER MANAGEMENT COMPANY, LLC",MIRROR NAPA VALLEY,620 TRANCAS ST,NAPA,CA,94558,NAPA,38.3260157,-122.2876543,MIRROR NAPA VALLEY
CA-W-23343,"MITHRAS WINERY, LLC",MITHRA WINERY,15 CHATEAU LN,NAPA,CA,94558,NAPA,38.3074544,-122.2475085,MITHRA
CA-W-2582,"MIURA VINEYARDS, LLC",MIURA VINEYARDS,1600 BARLOW LN,SEBASTOPOL,CA,95472,SONOMA,38.4180003,-122.8577609,MIURA
CA-W-17321,"MJ LORDS WINE CELLARS, LLC",MJ LORDS WINE CELLARS,1319 CENTRAL AVE UNIT D,SANTA ROSA,CA,95401,SONOMA,38.4409697,-122.7971649,MJ LORDS
CA-W-16542,MJA VINEYARDS LLC,MJA WINE,647 GREENFIELD RD,SAINT HELENA,CA,94574,NAPA,38.51017,-122.392247,MJA
CA-W-15827,"MODUS OPERANDI CELLARS, LLC",MODUS OPERANDI CELLARS,3125 ST. HELENA HWY,SAINT HELENA,CA,94574,NAPA,38.5280744,-122.5025304,MODUS OPERANDI
CA-W-15545,"LYTTON ROAD, LLC",MOJON'S BENCH,2859 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6504931,-122.912024,MOJON'S BENCH
CA-W-3196,PETER R. & MARYBETH SMIDERLE,MONICLAIRE,1750 LYTTON SPRINGS RD,HEALDSBURG,CA,95448,SONOMA,38.654268,-122.9071,MONICLAIRE
CA-W-898,"MONT ST. JOHN CELLARS, INC.",MONT ST. JOHN CELLARS,5400 OLD SONOMA RD,NAPA,CA,94559,NAPA,38.255781,-122.3413075,MONT ST. JOHN
CA-W-23233,MONTE RIO PARTNERS LLC,MONTE RIO CELLARS,6780 MCKINLEY ST STE 170,SEBASTOPOL,CA,95472,SONOMA,38.403849,-122.8214796,MONTE RIO
CA-W-16959,"W.G. BEST WEINKELLEREI, INC.",MONTESQUIEU WINERY,4550 SILVERADO TRL,CALISTOGA,CA,94515,NAPA,38.5754844,-122.5495595,MONTESQUIEU
CA-W-1128,"MONTICELLO CELLARS, INC.",MONTICELLO CELLARS,4242 BIG RANCH RD,NAPA,CA,94558,NAPA,38.3587739,-122.3098578,MONTICELLO
CA-W-22015,"WILD DIAMOND VINEYARDS, LLC",MOON TEARS,4455 ST. HELENA HWY,CALISTOGA,CA,94515,NAPA,38.563944,-122.563579,MOON TEARS
